video_id	n	frame_idx
L21_V001	156	18741
L21_V001	157	18866
L21_V001	158	19050
L21_V001	159	19218
L21_V001	160	19415
L21_V001	161	19625
L21_V001	162	19722
L21_V001	163	19860
L21_V001	164	19950
L21_V001	165	20145
L21_V001	166	20235
L21_V001	167	20354
L21_V001	168	20406
L21_V001	169	20612
L21_V001	170	20702
L21_V001	171	20825
L21_V001	172	20906
L21_V001	173	21071
L21_V001	174	21281
L21_V001	175	21414
L21_V001	176	21624
L21_V001	177	21753
L21_V001	178	21843
L21_V001	179	21933
L21_V001	180	22103
L21_V001	181	22142
L21_V001	182	22175
L21_V001	183	22284
L21_V001	184	22392
L21_V001	185	22485
L21_V001	186	22584
L21_V001	187	22658
L21_V001	188	22707
L21_V001	189	22917
L21_V001	190	23007
L21_V001	191	23163
L21_V001	192	23193
L21_V001	193	23235
L21_V001	194	23403
L21_V001	195	23498
L21_V001	196	23586
L21_V001	197	23672
L21_V001	198	23802
L21_V001	199	23982
L21_V001	200	24141
L21_V001	201	24269
L21_V001	202	24303
L21_V001	203	24435
L21_V001	204	24569
L21_V001	205	24678
L21_V001	206	24750
L21_V001	207	24960
L21_V001	208	25080
L21_V001	209	25202
L21_V001	210	25400
L21_V001	211	25490
L21_V001	212	25559
L21_V001	213	25698
L21_V001	214	25817
L21_V001	215	25884
L21_V001	216	26028
L21_V001	217	26154
L21_V001	218	26358
L21_V001	219	26508
L21_V001	220	26670
L21_V001	221	26820
L21_V001	222	26996
L21_V001	223	27098
L21_V001	224	27188
L21_V001	225	27314
L21_V001	226	27522
L21_V001	227	27726
L21_V001	228	27908
L21_V001	229	28109
L21_V001	230	28295
L21_V001	231	28346
L21_V001	232	28428
L21_V001	233	28634
L21_V001	234	28724
L21_V001	235	28853
L21_V001	236	29051
L21_V001	237	29156
L21_V001	238	29322
L21_V001	239	29366
L21_V001	240	29532
L21_V001	241	29658
L21_V001	242	29807
L21_V001	243	30005
L21_V001	244	30095
L21_V001	245	30302
L21_V001	246	30443
L21_V001	247	30632
L21_V001	248	30722
L21_V001	249	30932
L21_V001	250	31124
L21_V001	251	31290
L21_V001	252	31380
L21_V001	253	31560
L21_V001	254	31757
L21_V001	255	31935
L21_V001	256	32076
L21_V001	257	32256
L21_V001	258	32286
L21_V001	259	32420
L21_V001	260	32531
L21_V001	261	32622
L21_V001	262	32736
L21_V001	263	32828
L21_V001	264	32919
L21_V001	265	32978
L21_V001	266	33116
L21_V001	267	33176
L21_V001	268	33363
L21_V001	269	33453
L21_V001	270	33618
L21_V001	271	33771
L21_V001	272	33861
L21_V001	273	33983
L21_V001	274	34032
L21_V001	275	34092
L21_V001	276	34166
L21_V001	277	34272
L21_V001	278	34445
L21_V001	279	34655
L21_V001	280	34749
L21_V001	281	34866
L21_V001	282	34961
L21_V001	283	35034
L21_V001	284	35060
L21_V001	285	35150
L21_V001	286	35208
L21_V001	287	35346
L21_V001	288	35436
L21_V001	289	35550
L21_V001	290	35709
L21_V001	291	35910
L21_V001	292	36006
L21_V001	293	36053
L21_V001	294	36203
L21_V001	295	36318
L21_V001	296	36402
L21_V001	297	36612
L21_V001	298	36734
L21_V001	299	36764
L21_V001	300	36872
L21_V001	301	37011
L21_V001	302	37167
L21_V001	303	37221
L21_V001	304	37236
L21_V001	305	37359
L21_V001	306	37566
L21_V001	307	37716
L21_V002	1	0
L21_V002	2	90
L21_V002	3	300
L21_V002	4	462
L21_V002	5	486
L21_V002	6	527
L21_V002	7	629
L21_V002	8	680
L21_V002	9	828
L21_V002	10	1007
L21_V002	11	1179
L21_V002	12	1365
L21_V002	13	1419
L21_V002	14	1467
L21_V002	15	1565
L21_V002	16	1653
L21_V002	17	1730
L21_V002	18	1893
L21_V002	19	2103
L21_V002	20	2211
L21_V002	21	2283
L21_V002	22	2331
L21_V002	23	2501
L21_V002	24	2669
L21_V002	25	2879
L21_V002	26	2969
L21_V002	27	3090
L21_V002	28	3180
L21_V002	29	3326
L21_V002	30	3383
L21_V002	31	3503
L21_V002	32	3573
L21_V002	33	3669
L21_V002	34	3813
L21_V002	35	3870
L21_V002	36	3939
L21_V002	37	4037
L21_V002	38	4088
L21_V002	39	4163
L21_V002	40	4229
L21_V002	41	4301
L21_V002	42	4511
L21_V002	43	4721
L21_V002	44	4881
L21_V002	45	5025
L21_V002	46	5189
L21_V002	47	5369
L21_V002	48	5459
L21_V002	49	5523
L21_V002	50	5582
L21_V002	51	5643
L21_V002	52	5712
L21_V002	53	5835
L21_V002	54	5897
L21_V002	55	5951
L21_V002	56	6093
L21_V002	57	6164
L21_V002	58	6281
L21_V002	59	6368
L21_V002	60	6426
L21_V002	61	6477
L21_V002	62	6549
L21_V002	63	6603
L21_V002	64	6663
L21_V002	65	6722
L21_V002	66	6932
L21_V002	67	7142
L21_V002	68	7277
L21_V002	69	7457
L21_V002	70	7629
L21_V002	71	7790
L21_V002	72	7940
L21_V002	73	7997
L21_V002	74	8088
L21_V002	75	8183
L21_V002	76	8318
L21_V002	77	8373
L21_V002	78	8427
L21_V002	79	8507
L21_V002	80	8691
L21_V002	81	8835
L21_V002	82	9045
L21_V002	83	9135
L21_V002	84	9273
L21_V002	85	9354
L21_V002	86	9483
L21_V002	87	9609
L21_V002	88	9717
L21_V002	89	9857
L21_V002	90	9980
L21_V002	91	10050
L21_V002	92	10166
L21_V002	93	10329
L21_V002	94	10413
L21_V002	95	10446
L21_V002	96	10577
L21_V002	97	10779
L21_V002	98	10869
L21_V002	99	10937
L21_V002	100	10998
L21_V002	101	11058
L21_V002	102	11118
L21_V002	103	11327
L21_V002	104	11448
L21_V002	105	11591
L21_V002	106	11801
L21_V002	107	11951
L21_V002	108	12045
L21_V002	109	12246
L21_V002	110	12381
L21_V002	111	12525
L21_V002	112	12555
L21_V002	113	12765
L21_V002	114	12914
L21_V002	115	13083
L21_V002	116	13233
L21_V002	117	13410
L21_V002	118	13613
L21_V002	119	13709
L21_V002	120	13911
L21_V002	121	14121
L21_V002	122	14228
L21_V002	123	14433
L21_V002	124	14517
L21_V002	125	14594
L21_V002	126	14760
L21_V002	127	14850
L21_V002	128	14933
L21_V002	129	15053
L21_V002	130	15263
L21_V002	131	15473
L21_V002	132	15563
L21_V002	133	15675
L21_V002	134	15824
L21_V002	135	15833
L21_V002	136	15959
L21_V002	137	16029
L21_V002	138	16236
L21_V002	139	16385
L21_V002	140	16436
L21_V002	141	16512
L21_V002	142	16572
L21_V002	143	16662
L21_V002	144	16728
L21_V002	145	16823
L21_V002	146	16997
L21_V002	147	17025
L21_V002	148	17040
L21_V002	149	17235
L21_V002	150	17406
L21_V002	151	17556
L21_V002	152	17766
L21_V002	153	17904
L21_V002	154	17955
L21_V002	155	18165
L21_V002	156	18255
L21_V002	157	18450
L21_V002	158	18623
L21_V002	159	18749
L21_V002	160	18855
L21_V002	161	18926
L21_V002	162	19080
L21_V002	163	19115
L21_V002	164	19295
L21_V002	165	19385
L21_V002	166	19581
L21_V002	167	19751
L21_V002	168	19884
L21_V002	169	19976
L21_V002	170	20067
L21_V002	171	20160
L21_V002	172	20274
L21_V002	173	20367
L21_V002	174	20468
L21_V002	175	20574
L21_V002	176	20781
L21_V002	177	20879
L21_V002	178	20984
L21_V002	179	21194
L21_V002	180	21329
L21_V002	181	21453
L21_V002	182	21576
L21_V002	183	21702
L21_V002	184	21800
L21_V002	185	21980
L21_V002	186	22127
L21_V002	187	22241
L21_V002	188	22418
L21_V002	189	22523
L21_V002	190	22701
L21_V002	191	22851
L21_V002	192	22941
L21_V002	193	23075
L21_V002	194	23211
L21_V002	195	23265
L21_V002	196	23385
L21_V002	197	23595
L21_V002	198	23726
L21_V002	199	23802
L21_V002	200	23997
L21_V002	201	24147
L21_V002	202	24285
L21_V002	203	24447
L21_V002	204	24477
L21_V002	205	24597
L21_V002	206	24756
L21_V002	207	24881
L21_V002	208	24941
L21_V002	209	25022
L21_V002	210	25116
L21_V002	211	25179
L21_V002	212	25266
L21_V002	213	25386
L21_V002	214	25596
L21_V002	215	25709
L21_V002	216	25805
L21_V002	217	25967
L21_V002	218	26153
L21_V002	219	26277
L21_V002	220	26409
L21_V002	221	26439
L21_V002	222	26511
L21_V002	223	26649
L21_V002	224	26846
L21_V002	225	26988
L21_V002	226	27144
L21_V002	227	27293
L21_V002	228	27503
L21_V002	229	27713
L21_V002	230	27803
L21_V002	231	27918
L21_V002	232	28031
L21_V002	233	28223
L21_V002	234	28314
L21_V002	235	28395
L21_V002	236	28481
L21_V002	237	28605
L21_V002	238	28635
L21_V002	239	28688
L21_V002	240	28743
L21_V002	241	28860
L21_V002	242	28913
L21_V002	243	28965
L21_V002	244	29030
L21_V002	245	29102
L21_V002	246	29222
L21_V002	247	29432
L21_V002	248	29523
L21_V002	249	29643
L21_V002	250	29798
L21_V002	251	29978
L21_V002	252	30105
L21_V002	253	30219
L21_V002	254	30395
L21_V002	255	30605
L21_V002	256	30791
L21_V002	257	30921
L21_V002	258	30995
L21_V002	259	31130
L21_V002	260	31209
L21_V002	261	31329
L21_V002	262	31539
L21_V005	1	0
L21_V005	2	90
L21_V005	3	279
L21_V005	4	372
L21_V005	5	407
L21_V005	6	447
L21_V005	7	537
L21_V005	8	696
L21_V005	9	897
L21_V005	10	1013
L21_V005	11	1064
L21_V005	12	1143
L21_V005	13	1353
L21_V005	14	1503
L21_V005	15	1713
L21_V005	16	1874
L21_V005	17	1952
L21_V005	18	2027
L21_V005	19	2139
L21_V005	20	2184
L21_V005	21	2295
L21_V005	22	2378
L21_V005	23	2492
L21_V005	24	2696
L21_V005	25	2853
L21_V005	26	3060
L21_V005	27	3212
L21_V005	28	3255
L21_V005	29	3357
L21_V005	30	3465
L21_V005	31	3504
L21_V005	32	3620
L21_V005	33	3669
L21_V005	34	3717
L21_V005	35	3926
L21_V005	36	4068
L21_V005	37	4139
L21_V005	38	4203
L21_V005	39	4364
L21_V005	40	4559
L21_V005	41	4692
L21_V005	42	4758
L21_V005	43	4943
L21_V005	44	5109
L21_V005	45	5277
L21_V005	46	5427
L21_V005	47	5481
L21_V005	48	5546
L21_V005	49	5690
L21_V005	50	5754
L21_V005	51	5849
L21_V005	52	6059
L21_V005	53	6209
L21_V005	54	6329
L21_V005	55	6530
L21_V005	56	6618
L21_V005	57	6675
L21_V005	58	6801
L21_V005	59	6897
L21_V005	60	7107
L21_V005	61	7251
L21_V005	62	7413
L21_V005	63	7530
L21_V005	64	7706
L21_V005	65	7781
L21_V005	66	7914
L21_V005	67	8061
L21_V005	68	8144
L21_V005	69	8271
L21_V005	70	8457
L21_V005	71	8549
L21_V005	72	8729
L21_V005	73	8927
L21_V005	74	8985
L21_V005	75	9102
L21_V005	76	9231
L21_V005	77	9321
L21_V005	78	9456
L21_V005	79	9516
L21_V005	80	9722
L21_V005	81	9912
L21_V005	82	10020
L21_V005	83	10049
L21_V005	84	10137
L21_V005	85	10205
L21_V005	86	10283
L21_V005	87	10373
L21_V005	88	10398
L21_V005	89	10442
L21_V005	90	10602
L21_V005	91	10659
L21_V005	92	10809
L21_V005	93	10923
L21_V005	94	10980
L21_V005	95	11130
L21_V005	96	11289
L21_V005	97	11438
L21_V005	98	11595
L21_V005	99	11739
L21_V005	100	11913
L21_V005	101	12003
L21_V005	102	12177
L21_V005	103	12387
L21_V005	104	12585
L21_V005	105	12765
L21_V005	106	12870
L21_V005	107	13031
L21_V005	108	13230
L21_V005	109	13374
L21_V005	110	13553
L21_V005	111	13742
L21_V005	112	13908
L21_V005	113	13925
L21_V005	114	14135
L21_V005	115	14333
L21_V005	116	14543
L21_V005	117	14658
L21_V005	118	14811
L21_V005	119	14934
L21_V005	120	15042
L21_V005	121	15164
L21_V005	122	15315
L21_V005	123	15483
L21_V005	124	15573
L21_V005	125	15783
L21_V005	126	15933
L21_V005	127	16143
L21_V005	128	16353
L21_V005	129	16503
L21_V005	130	16686
L21_V005	131	16763
L21_V005	132	16793
L21_V005	133	16980
L21_V005	134	17100
L21_V005	135	17174
L21_V005	136	17244
L21_V005	137	17301
L21_V005	138	17511
L21_V005	139	17711
L21_V005	140	17823
L21_V005	141	17972
L21_V005	142	18102
L21_V005	143	18176
L21_V005	144	18231
L21_V005	145	18290
L21_V005	146	18380
L21_V005	147	18411
L21_V005	148	18569
L21_V005	149	18684
L21_V005	150	18809
L21_V005	151	18899
L21_V005	152	19061
L21_V005	153	19199
L21_V005	154	19229
L21_V005	155	19395
L21_V005	156	19605
L21_V005	157	19701
L21_V005	158	19905
L21_V005	159	20109
L21_V005	160	20259
L21_V005	161	20411
L21_V005	162	20514
L21_V005	163	20604
L21_V005	164	20796
L21_V005	165	20886
L21_V005	166	20997
L21_V005	167	21137
L21_V005	168	21345
L21_V005	169	21506
L21_V005	170	21689
L21_V005	171	21882
L21_V005	172	22077
L21_V005	173	22221
L21_V005	174	22268
L21_V005	175	22392
L21_V005	176	22539
L21_V005	177	22749
L21_V005	178	22943
L21_V005	179	23049
L21_V005	180	23199
L21_V005	181	23327
L21_V005	182	23537
L21_V005	183	23747
L21_V005	184	23837
L21_V005	185	24042
L21_V005	186	24239
L21_V005	187	24326
L21_V005	188	24449
L21_V005	189	24573
L21_V005	190	24633
L21_V005	191	24843
L21_V005	192	24939
L21_V005	193	25029
L21_V005	194	25197
L21_V005	195	25227
L21_V005	196	25263
L21_V005	197	25367
L21_V005	198	25491
L21_V005	199	25671
L21_V005	200	25854
L21_V005	201	25946
L21_V005	202	26004
L21_V005	203	26133
L21_V005	204	26234
L21_V005	205	26307
L21_V005	206	26427
L21_V005	207	26576
L21_V005	208	26589
L21_V005	209	26679
L21_V005	210	26796
L21_V005	211	26937
L21_V005	212	27054
L21_V005	213	27104
L21_V005	214	27185
L21_V005	215	27245
L21_V005	216	27357
L21_V005	217	27422
L21_V005	218	27473
L21_V005	219	27516
L21_V005	220	27726
L21_V005	221	27893
L21_V005	222	28043
L21_V005	223	28152
L21_V007	1	0
L21_V007	2	0
L21_V007	3	90
L21_V007	4	254
L21_V007	5	321
L21_V007	6	345
L21_V007	7	384
L21_V007	8	537
L21_V007	9	681
L21_V007	10	747
L21_V007	11	957
L21_V007	12	1161
L21_V007	13	1298
L21_V007	14	1454
L21_V007	15	1536
L21_V007	16	1620
L21_V007	17	1797
L21_V007	18	1974
L21_V007	19	2067
L21_V007	20	2235
L21_V007	21	2414
L21_V007	22	2588
L21_V007	23	2763
L21_V007	24	2892
L21_V007	25	2922
L21_V007	26	3015
L21_V007	27	3225
L21_V007	28	3435
L21_V007	29	3603
L21_V007	30	3711
L21_V007	31	3834
L21_V007	32	3864
L21_V007	33	3963
L21_V007	34	4053
L21_V007	35	4142
L21_V007	36	4232
L21_V007	37	4341
L21_V007	38	4407
L21_V007	39	4460
L21_V007	40	4610
L21_V007	41	4749
L21_V007	42	4803
L21_V007	43	4874
L21_V007	44	5012
L21_V007	45	5106
L21_V007	46	5316
L21_V007	47	5508
L21_V007	48	5688
L21_V007	49	5883
L21_V007	50	5988
L21_V007	51	6092
L21_V007	52	6236
L21_V007	53	6302
L21_V007	54	6381
L21_V007	55	6516
L21_V007	56	6591
L21_V007	57	6656
L21_V007	58	6780
L21_V007	59	6825
L21_V007	60	6969
L21_V007	61	7140
L21_V007	62	7191
L21_V007	63	7308
L21_V007	64	7395
L21_V007	65	7482
L21_V007	66	7614
L21_V007	67	7824
L21_V007	68	7914
L21_V007	69	8066
L21_V007	70	8184
L21_V007	71	8355
L21_V007	72	8385
L21_V007	73	8487
L21_V007	74	8580
L21_V007	75	8708
L21_V007	76	8778
L21_V007	77	8846
L21_V007	78	8859
L21_V007	79	9069
L21_V007	80	9194
L21_V007	81	9327
L21_V007	82	9453
L21_V007	83	9597
L21_V007	84	9627
L21_V007	85	9744
L21_V007	86	9822
L21_V007	87	9888
L21_V007	88	9948
L21_V007	89	9999
L21_V007	90	10122
L21_V007	91	10212
L21_V007	92	10251
L21_V007	93	10311
L21_V007	94	10338
L21_V007	95	10395
L21_V007	96	10437
L21_V007	97	10647
L21_V007	98	10764
L21_V007	99	10854
L21_V007	100	11037
L21_V007	101	11244
L21_V007	102	11421
L21_V007	103	11631
L21_V007	104	11748
L21_V007	105	11808
L21_V007	106	11988
L21_V007	107	12018
L21_V007	108	12138
L21_V007	109	12332
L21_V007	110	12542
L21_V007	111	12692
L21_V007	112	12897
L21_V007	113	13080
L21_V007	114	13221
L21_V007	115	13316
L21_V007	116	13424
L21_V007	117	13506
L21_V007	118	13683
L21_V007	119	13848
L21_V007	120	13971
L21_V007	121	13976
L21_V007	122	14010
L21_V007	123	14130
L21_V007	124	14226
L21_V007	125	14298
L21_V007	126	14424
L21_V007	127	14541
L21_V007	128	14751
L21_V007	129	14841
L21_V007	130	15051
L21_V007	131	15150
L21_V007	132	15336
L21_V007	133	15546
L21_V007	134	15726
L21_V007	135	15824
L21_V007	136	15884
L21_V007	137	15974
L21_V007	138	16124
L21_V007	139	16218
L21_V007	140	16401
L21_V007	141	16611
L21_V007	142	16730
L21_V007	143	16922
L21_V007	144	17016
L21_V007	145	17196
L21_V007	146	17334
L21_V007	147	17436
L21_V007	148	17646
L21_V007	149	17820
L21_V007	150	18026
L21_V007	151	18236
L21_V007	152	18408
L21_V007	153	18573
L21_V007	154	18680
L21_V007	155	18738
L21_V007	156	18906
L21_V007	157	18996
L21_V007	158	19113
L21_V007	159	19274
L21_V007	160	19374
L21_V007	161	19478
L21_V007	162	19593
L21_V007	163	19656
L21_V007	164	19716
L21_V007	165	19857
L21_V007	166	19956
L21_V007	167	20004
L21_V007	168	20055
L21_V007	169	20265
L21_V007	170	20403
L21_V007	171	20612
L21_V007	172	20691
L21_V007	173	20808
L21_V007	174	20937
L21_V007	175	21048
L21_V007	176	21258
L21_V007	177	21350
L21_V007	178	21516
L21_V007	179	21608
L21_V007	180	21818
L21_V007	181	21909
L21_V007	182	22119
L21_V007	183	22281
L21_V007	184	22389
L21_V007	185	22581
L21_V007	186	22782
L21_V007	187	22908
L21_V007	188	23112
L21_V007	189	23247
L21_V007	190	23307
L21_V007	191	23322
L21_V007	192	23469
L21_V007	193	23480
L21_V007	194	23679
L21_V007	195	23810
L21_V007	196	23964
L21_V007	197	24039
L21_V007	198	24099
L21_V007	199	24218
L21_V007	200	24306
L21_V007	201	24338
L21_V007	202	24441
L21_V007	203	24506
L21_V007	204	24561
L21_V007	205	24656
L21_V007	206	24716
L21_V007	207	24812
L21_V007	208	24902
L21_V007	209	25082
L21_V008	1	0
L21_V008	2	90
L21_V008	3	265
L21_V008	4	430
L21_V008	5	463
L21_V008	6	540
L21_V008	7	671
L21_V008	8	840
L21_V008	9	977
L21_V008	10	1002
L21_V008	11	1043
L21_V008	12	1170
L21_V008	13	1345
L21_V008	14	1470
L21_V008	15	1619
L21_V008	16	1710
L21_V008	17	1800
L21_V008	18	1950
L21_V008	19	2100
L21_V008	20	2190
L21_V008	21	2310
L21_V008	22	2402
L21_V008	23	2575
L21_V008	24	2670
L21_V008	25	2760
L21_V008	26	2855
L21_V008	27	2917
L21_V008	28	3000
L21_V008	29	3087
L21_V008	30	3150
L21_V008	31	3325
L21_V008	32	3431
L21_V008	33	3586
L21_V008	34	3647
L21_V008	35	3750
L21_V008	36	3890
L21_V008	37	3900
L21_V008	38	3984
L21_V008	39	4020
L21_V008	40	4140
L21_V008	41	4263
L21_V008	42	4341
L21_V008	43	4405
L21_V008	44	4500
L21_V008	45	4620
L21_V008	46	4709
L21_V008	47	4739
L21_V008	48	4914
L21_V008	49	5010
L21_V008	50	5160
L21_V008	51	5314
L21_V008	52	5430
L21_V008	53	5515
L21_V008	54	5670
L21_V008	55	5743
L21_V008	56	5820
L21_V008	57	5987
L21_V008	58	6097
L21_V008	59	6150
L21_V008	60	6300
L21_V008	61	6455
L21_V008	62	6540
L21_V008	63	6678
L21_V008	64	6809
L21_V008	65	6853
L21_V008	66	6930
L21_V008	67	7104
L21_V008	68	7259
L21_V008	69	7350
L21_V008	70	7447
L21_V008	71	7590
L21_V008	72	7708
L21_V008	73	7848
L21_V008	74	7859
L21_V008	75	8029
L21_V008	76	8150
L21_V008	77	8280
L21_V008	78	8430
L21_V008	79	8580
L21_V008	80	8730
L21_V008	81	8820
L21_V008	82	8972
L21_V008	83	9147
L21_V008	84	9300
L21_V008	85	9439
L21_V008	86	9577
L21_V008	87	9637
L21_V008	88	9681
L21_V008	89	9752
L21_V008	90	9870
L21_V008	91	10012
L21_V008	92	10044
L21_V008	93	10132
L21_V008	94	10170
L21_V008	95	10320
L21_V008	96	10345
L21_V008	97	10378
L21_V008	98	10470
L21_V008	99	10555
L21_V008	100	10667
L21_V008	101	10724
L21_V008	102	10775
L21_V008	103	10830
L21_V008	104	10980
L21_V008	105	11018
L21_V008	106	11130
L21_V008	107	11269
L21_V008	108	11444
L21_V008	109	11550
L21_V008	110	11700
L21_V008	111	11855
L21_V008	112	11992
L21_V008	113	12094
L21_V008	114	12230
L21_V008	115	12367
L21_V008	116	12390
L21_V008	117	12507
L21_V008	118	12653
L21_V008	119	12660
L21_V008	120	12750
L21_V008	121	12922
L21_V008	122	13065
L21_V008	123	13210
L21_V008	124	13230
L21_V008	125	13378
L21_V008	126	13553
L21_V008	127	13668
L21_V008	128	13800
L21_V008	129	13950
L21_V008	130	14100
L21_V008	131	14191
L21_V008	132	14340
L21_V008	133	14430
L21_V008	134	14519
L21_V008	135	14641
L21_V008	136	14730
L21_V008	137	14890
L21_V008	138	14968
L21_V008	139	15090
L21_V008	140	15257
L21_V008	141	15432
L21_V008	142	15527
L21_V008	143	15612
L21_V008	144	15660
L21_V008	145	15816
L21_V008	146	15933
L21_V008	147	15960
L21_V008	148	16061
L21_V008	149	16169
L21_V008	150	16319
L21_V008	151	16394
L21_V008	152	16569
L21_V008	153	16680
L21_V008	154	16830
L21_V008	155	16940
L21_V008	156	16998
L21_V008	157	17171
L21_V008	158	17339
L21_V008	159	17414
L21_V008	160	17548
L21_V008	161	17644
L21_V008	162	17702
L21_V008	163	17790
L21_V008	164	17906
L21_V008	165	17975
L21_V008	166	18040
L21_V008	167	18081
L21_V008	168	18120
L21_V008	169	18178
L21_V008	170	18253
L21_V008	171	18285
L21_V008	172	18379
L21_V008	173	18475
L21_V008	174	18650
L21_V008	175	18762
L21_V008	176	18846
L21_V008	177	18939
L21_V008	178	19053
L21_V008	179	19103
L21_V008	180	19210
L21_V008	181	19230
L21_V008	182	19335
L21_V008	183	19484
L21_V008	184	19559
L21_V008	185	19710
L21_V008	186	19878
L21_V008	187	19980
L21_V008	188	20124
L21_V008	189	20234
L21_V008	190	20280
L21_V008	191	20374
L21_V008	192	20412
L21_V008	193	20430
L21_V008	194	20483
L21_V008	195	20555
L21_V008	196	20580
L21_V008	197	20680
L21_V008	198	20727
L21_V008	199	20820
L21_V008	200	20897
L21_V008	201	20940
L21_V008	202	21001
L21_V008	203	21083
L21_V008	204	21146
L21_V008	205	21240
L21_V008	206	21326
L21_V008	207	21390
L21_V008	208	21480
L21_V008	209	21583
L21_V008	210	21758
L21_V008	211	21900
L21_V008	212	22050
L21_V008	213	22217
L21_V008	214	22380
L21_V008	215	22430
L21_V008	216	22470
L21_V008	217	22590
L21_V008	218	22680
L21_V008	219	22841
L21_V008	220	22932
L21_V008	221	23070
L21_V008	222	23220
L21_V008	223	23312
L21_V008	224	23340
L21_V008	225	23460
L21_V008	226	23540
L21_V008	227	23610
L21_V008	228	23730
L21_V008	229	23850
L21_V008	230	23927
L21_V008	231	23948
L21_V008	232	24030
L21_V008	233	24145
L21_V008	234	24300
L21_V008	235	24390
L21_V008	236	24489
L21_V008	237	24664
L21_V008	238	24750
L21_V008	239	24870
L21_V008	240	25020
L21_V008	241	25170
L21_V008	242	25294
L21_V008	243	25320
L21_V008	244	25398
L21_V008	245	25573
L21_V008	246	25741
L21_V008	247	25830
L21_V008	248	25980
L21_V008	249	26094
L21_V008	250	26212
L21_V008	251	26220
L21_V008	252	26370
L21_V008	253	26520
L21_V008	254	26606
L21_V008	255	26652
L21_V008	256	26777
L21_V008	257	26914
L21_V008	258	27014
L21_V008	259	27189
L21_V008	260	27319
L21_V008	261	27450
L21_V008	262	27539
L21_V008	263	27660
L21_V008	264	27835
L21_V008	265	27910
L21_V008	266	28020
L21_V008	267	28170
L21_V008	268	28345
L21_V008	269	28507
L21_V008	270	28680
L21_V008	271	28843
L21_V008	272	28964
L21_V008	273	29083
